site_id_from;site_id_to;iwait;inveht;xwait;xpen;xnum;cost
2926;2589;3.0;4.08;1.2;5.0;1.0;13.28
2937;2589;3.33;1.55;0.0;0.0;0.0;4.88
3014;2589;7.5;5.3;2.0;5.0;1.0;19.8
3317;2589;2.46;11.44;2.69;10.0;2.0;26.58
3318;2589;5.0;23.5;3.34;10.0;2.0;41.84
3349;2589;3.75;15.1;3.75;5.0;1.0;27.6
3798;2589;7.5;6.18;2.0;5.0;1.0;20.68
3799;2589;1.43;6.31;3.78;9.05;1.81;20.57
3962;2589;0.94;21.35;2.69;10.0;2.0;34.97
4077;2589;5.0;26.26;2.73;10.0;2.0;43.98
4138;2589;1.25;12.04;3.75;5.0;1.0;22.04
4142;2589;1.11;8.81;3.75;5.0;1.0;18.67
4149;2589;7.5;8.71;2.0;5.0;1.0;23.21
4151;2589;6.0;10.74;9.5;10.0;2.0;36.24
4187;2589;4.29;5.44;3.52;10.0;2.0;23.25
4276;2589;1.43;17.33;4.58;10.0;2.0;33.34
4304;2589;2.0;5.01;0.0;0.0;0.0;7.01
4308;2589;1.88;7.83;3.75;5.0;1.0;18.45
4309;2589;7.5;12.38;2.14;5.0;1.0;27.02
4351;2589;7.5;10.85;3.33;5.0;1.0;26.68
4352;2589;7.5;9.59;3.33;5.0;1.0;25.42
4355;2589;3.0;5.61;1.2;5.0;1.0;14.81
4357;2589;0.65;4.66;2.87;5.0;1.0;13.18
6159;2589;2.73;9.58;2.0;5.0;1.0;19.31
1658;2359;0.83;7.01;2.09;10.0;2.0;19.94
1659;2359;0.83;6.3;2.09;10.0;2.0;19.23
2025;2359;1.43;12.09;2.1;10.0;2.0;25.62
2360;2359;1.67;4.26;1.36;5.0;1.0;12.29
2363;2359;1.67;10.82;1.36;5.0;1.0;18.85
2368;2359;1.67;7.56;1.36;5.0;1.0;15.59
2369;2359;1.36;0.86;0.0;0.0;0.0;2.22
2576;2359;1.67;9.65;2.44;10.0;2.0;23.76
2589;2359;1.67;5.92;1.36;5.0;1.0;13.95
2590;2359;2.0;6.99;3.03;10.0;2.0;22.02
2591;2359;6.0;5.79;1.36;5.0;1.0;18.15
2592;2359;1.25;10.45;2.68;10.0;2.0;24.38
2593;2359;1.67;8.92;2.44;10.0;2.0;23.03
2594;2359;1.11;8.52;2.33;10.0;2.0;21.96
2597;2359;1.3;5.18;1.36;5.0;1.0;12.85
2616;2359;0.81;10.65;1.76;5.0;1.0;18.22
2628;2359;1.88;6.74;2.09;10.0;2.0;20.71
2629;2359;0.8;6.32;2.09;10.0;2.0;19.21
2630;2359;0.79;4.64;1.3;5.0;1.0;11.73
2686;2359;2.14;10.85;2.2;10.0;2.0;25.19
2785;2359;1.57;5.32;1.3;5.0;1.0;13.2
2786;2359;1.57;4.03;1.3;5.0;1.0;11.91
2787;2359;1.3;2.78;0.0;0.0;0.0;4.08
2788;2359;1.63;4.48;1.3;5.0;1.0;12.42
2790;2359;1.63;7.42;1.3;5.0;1.0;15.36
2791;2359;0.79;5.68;1.3;5.0;1.0;12.77
2793;2359;0.86;10.24;2.09;10.0;2.0;23.2
2794;2359;0.82;8.33;2.09;10.0;2.0;21.24
2795;2359;2.31;5.89;2.09;10.0;2.0;20.29
2811;2359;0.75;8.61;1.36;5.0;1.0;15.72
2814;2359;1.25;11.39;1.93;7.92;1.58;22.48
2860;2359;2.0;5.57;1.9;8.67;1.73;18.13
2861;2359;0.79;3.72;1.3;5.0;1.0;10.81
2862;2359;2.73;7.29;1.36;5.0;1.0;16.39
2863;2359;4.29;8.04;1.36;5.0;1.0;18.69
2924;2359;1.0;2.92;1.36;5.0;1.0;10.28
2925;2359;1.36;3.36;0.0;0.0;0.0;4.72
2926;2359;1.36;4.57;0.0;0.0;0.0;5.93
2937;2359;2.14;7.35;1.36;5.0;1.0;15.85
3014;2359;6.0;3.45;1.36;5.0;1.0;15.81
3317;2359;1.55;12.99;2.4;10.0;2.0;26.94
3318;2359;5.0;24.31;2.47;10.0;2.0;41.78
3349;2359;3.75;4.58;2.36;10.0;2.0;20.69
3798;2359;6.0;2.41;1.36;5.0;1.0;14.77
3799;2359;1.36;1.86;0.0;0.0;0.0;3.22
3962;2359;4.29;16.79;2.11;10.0;2.0;33.19
4077;2359;5.0;22.04;2.09;10.0;2.0;39.13
4138;2359;1.67;3.01;1.36;5.0;1.0;11.04
4142;2359;1.67;9.18;1.36;5.0;1.0;17.21
4149;2359;7.5;3.43;1.36;5.0;1.0;17.29
4151;2359;6.0;6.93;2.09;10.0;2.0;25.02
4187;2359;4.29;7.4;1.36;5.0;1.0;18.05
4276;2359;1.03;13.84;4.43;9.14;1.83;28.44
4304;2359;1.25;10.94;2.68;10.0;2.0;24.87
4308;2359;1.88;8.87;2.09;10.0;2.0;22.84
4309;2359;7.5;17.35;3.51;10.0;2.0;38.35
4351;2359;3.75;8.02;1.73;7.5;1.5;21.0
4352;2359;3.75;8.03;1.73;7.5;1.5;21.01
4355;2359;1.15;5.3;1.36;5.0;1.0;12.81
4357;2359;1.15;6.62;1.36;5.0;1.0;14.13
6159;2359;2.73;6.55;2.67;10.0;2.0;21.95
1658;3962;0.73;20.33;5.76;10.0;2.0;36.82
1659;3962;0.83;19.56;5.85;10.0;2.0;36.25
2025;3962;2.31;25.2;5.85;10.0;2.0;43.36
2359;3962;1.36;19.76;5.05;10.0;2.0;36.18
2360;3962;3.33;16.78;2.54;10.0;2.0;32.66
2363;3962;3.33;23.34;2.54;10.0;2.0;39.22
2368;3962;3.33;20.08;2.54;10.0;2.0;35.96
2369;3962;1.07;19.41;5.23;10.0;2.0;35.71
2576;3962;4.29;24.82;5.85;10.0;2.0;44.96
2589;3962;7.5;17.01;2.54;10.0;2.0;37.05
2590;3962;1.76;25.65;8.2;10.0;2.0;45.61
2591;3962;6.0;19.67;5.85;10.0;2.0;41.52
2592;3962;3.33;25.53;5.85;10.0;2.0;44.72
2593;3962;4.29;24.09;5.85;10.0;2.0;44.23
2594;3962;1.88;23.06;5.85;10.0;2.0;40.79
2597;3962;0.75;10.88;2.02;10.0;2.0;23.65
2616;3962;1.24;8.94;5.8;5.0;1.0;20.99
2628;3962;1.88;20.0;5.85;10.0;2.0;37.73
2629;3962;0.8;19.58;5.85;10.0;2.0;36.23
2630;3962;0.68;13.53;2.31;9.33;1.87;25.85
2686;3962;2.14;12.09;2.66;10.0;2.0;26.89
2785;3962;5.08;16.53;0.77;5.0;1.0;27.38
2786;3962;5.08;15.24;0.77;5.0;1.0;26.09
2787;3962;0.68;11.39;2.31;9.33;1.87;23.71
2788;3962;5.08;12.83;0.77;5.0;1.0;23.68
2790;3962;5.08;9.69;0.77;5.0;1.0;20.54
2791;3962;1.78;8.09;0.77;5.0;1.0;15.63
2793;3962;0.86;23.5;5.85;10.0;2.0;40.21
2794;3962;0.82;21.59;5.85;10.0;2.0;38.26
2795;3962;2.31;19.15;5.85;10.0;2.0;37.31
2811;3962;1.26;4.27;0.77;5.0;1.0;11.29
2814;3962;1.26;6.1;0.77;5.0;1.0;13.12
2860;3962;1.88;11.63;8.14;6.25;1.25;27.9
2861;3962;0.65;7.26;1.86;9.36;1.87;19.14
2862;3962;2.5;13.32;5.85;10.0;2.0;31.67
2863;3962;4.29;14.81;5.85;10.0;2.0;34.95
2924;3962;3.33;14.72;2.54;10.0;2.0;30.6
2925;3962;0.86;21.3;7.2;10.0;2.0;39.36
2926;3962;0.75;8.31;2.02;10.0;2.0;21.08
2937;3962;0.83;12.06;10.84;10.0;2.0;33.73
3014;3962;6.0;17.33;5.85;10.0;2.0;39.18
3317;3962;10.0;3.77;0.0;0.0;0.0;13.77
3318;3962;10.0;5.43;0.0;0.0;0.0;15.43
3349;3962;3.33;12.67;2.54;10.0;2.0;28.55
3798;3962;6.0;16.29;5.85;10.0;2.0;38.14
3799;3962;1.11;20.53;5.2;10.0;2.0;36.85
4077;3962;5.0;20.23;10.26;10.0;2.0;45.48
4138;3962;3.33;15.53;2.54;10.0;2.0;31.41
4142;3962;3.33;21.7;2.54;10.0;2.0;37.58
4149;3962;7.5;18.78;16.0;10.0;2.0;52.28
4151;3962;6.0;14.71;5.85;10.0;2.0;36.56
4187;3962;4.29;20.23;10.83;10.0;2.0;45.35
4276;3962;1.43;27.02;5.05;10.0;2.0;43.5
4304;3962;3.33;24.22;5.85;10.0;2.0;43.41
4308;3962;1.88;22.13;5.85;10.0;2.0;39.86
4309;3962;7.5;32.48;16.0;10.0;2.0;65.98
4351;3962;7.5;9.38;2.54;10.0;2.0;29.42
4352;3962;7.5;10.65;2.54;10.0;2.0;30.69
4355;3962;2.73;16.23;4.65;10.0;2.0;33.6
4357;3962;0.75;9.9;10.0;10.0;2.0;30.66
6159;3962;2.73;23.73;10.74;10.0;2.0;47.21
1658;2785;0.83;3.74;1.57;5.0;1.0;11.14
1659;2785;0.83;3.03;1.57;5.0;1.0;10.43
2025;2785;2.31;8.67;1.57;5.0;1.0;17.55
2359;2785;1.11;6.67;2.68;10.0;2.0;20.46
2360;2785;1.0;4.52;2.26;9.0;1.8;16.78
2363;2785;1.11;8.51;2.25;8.89;1.78;20.75
2368;2785;1.88;4.96;1.57;5.0;1.0;13.41
2369;2785;5.0;3.5;1.63;5.0;1.0;15.13
2576;2785;1.67;7.23;2.09;8.06;1.61;19.05
2589;2785;1.11;9.76;2.11;8.33;1.67;21.31
2590;2785;3.33;11.21;1.57;5.0;1.0;21.11
2591;2785;2.14;7.92;1.87;6.79;1.36;18.72
2592;2785;3.33;9.0;1.57;5.0;1.0;18.9
2593;2785;1.67;6.5;2.09;8.06;1.61;18.32
2594;2785;1.88;6.53;1.57;5.0;1.0;14.98
2597;2785;0.85;3.31;1.57;5.0;1.0;10.73
2616;2785;0.79;8.45;1.63;5.0;1.0;15.87
2628;2785;1.88;3.47;1.57;5.0;1.0;11.92
2629;2785;0.8;3.05;1.57;5.0;1.0;10.41
2630;2785;1.57;1.37;0.0;0.0;0.0;2.94
2686;2785;2.14;11.54;1.97;7.14;1.43;22.79
2786;2785;1.63;1.37;0.0;0.0;0.0;3.0
2787;2785;1.63;2.51;0.0;0.0;0.0;4.14
2788;2785;1.63;4.21;0.0;0.0;0.0;5.84
2790;2785;1.63;7.15;0.0;0.0;0.0;8.78
2791;2785;1.63;9.58;0.0;0.0;0.0;11.21
2793;2785;0.86;6.97;1.57;5.0;1.0;14.4
2794;2785;0.82;5.06;1.57;5.0;1.0;12.45
2795;2785;2.31;2.62;1.57;5.0;1.0;11.5
2811;2785;0.66;8.18;1.44;4.42;0.88;14.71
2814;2785;0.65;9.41;2.38;10.0;2.0;22.44
2860;2785;2.0;6.49;1.63;5.0;1.0;15.12
2861;2785;1.63;5.34;0.0;0.0;0.0;6.97
2862;2785;2.5;7.16;1.63;5.0;1.0;16.29
2863;2785;4.29;8.65;1.63;5.0;1.0;19.57
2924;2785;1.76;9.23;2.0;7.35;1.47;20.35
2925;2785;0.73;8.24;2.39;10.0;2.0;21.36
2926;2785;0.75;7.01;1.63;5.0;1.0;14.39
2937;2785;2.14;8.29;2.39;10.0;2.0;22.83
3014;2785;3.33;8.19;1.98;7.22;1.44;20.73
3317;2785;1.55;11.51;2.42;10.0;2.0;25.48
3318;2785;5.0;19.73;2.44;10.0;2.0;37.18
3349;2785;3.33;9.68;1.63;5.0;1.0;19.64
3798;2785;3.33;8.01;1.98;7.22;1.44;20.54
3799;2785;1.5;7.19;2.22;8.75;1.75;19.67
3962;2785;0.71;17.66;4.97;6.19;1.24;29.53
4077;2785;5.0;21.77;2.42;10.0;2.0;39.19
4138;2785;5.0;4.32;1.63;5.0;1.0;15.95
4142;2785;1.11;6.87;2.25;8.89;1.78;19.11
4149;2785;7.5;7.88;2.42;10.0;2.0;27.8
4151;2785;6.0;8.55;1.63;5.0;1.0;21.18
4187;2785;4.29;9.84;2.38;10.0;2.0;26.51
4276;2785;1.43;7.9;2.4;10.0;2.0;21.73
4304;2785;3.33;7.69;1.57;5.0;1.0;17.59
4308;2785;1.88;5.6;1.57;5.0;1.0;14.05
4309;2785;7.5;11.95;5.32;10.0;2.0;34.77
4351;2785;3.75;11.2;2.01;7.5;1.5;24.45
4352;2785;3.75;11.2;2.01;7.5;1.5;24.46
4355;2785;0.91;8.49;2.22;8.94;1.79;20.56
4357;2785;4.29;9.97;1.63;5.0;1.0;20.89
6159;2785;2.73;4.68;2.42;10.0;2.0;19.83
1658;4355;0.83;10.25;5.08;10.0;2.0;26.16
1659;4355;0.83;9.54;5.08;10.0;2.0;25.45
2025;4355;0.71;10.59;2.07;10.0;2.0;23.38
2359;4355;1.67;5.29;1.67;5.0;1.0;13.62
2360;4355;2.5;6.14;1.67;5.0;1.0;15.31
2363;4355;0.77;9.4;2.19;8.46;1.69;20.81
2368;4355;0.86;7.48;1.99;7.14;1.43;17.47
2369;4355;1.36;6.15;3.33;10.0;2.0;20.84
2576;4355;1.67;9.07;2.12;8.06;1.61;20.92
2589;4355;1.67;2.91;0.0;0.0;0.0;4.58
2590;4355;2.0;3.98;1.67;5.0;1.0;12.65
2591;4355;2.0;5.31;1.67;5.0;1.0;13.98
2592;4355;2.0;6.35;1.67;5.0;1.0;15.02
2593;4355;1.67;8.88;2.12;8.06;1.61;20.72
2594;4355;1.58;6.72;2.1;7.89;1.58;18.29
2597;4355;0.75;3.61;1.67;5.0;1.0;11.03
2616;4355;0.73;4.99;1.79;9.03;1.81;16.54
2628;4355;3.75;11.64;1.67;5.0;1.0;22.06
2629;4355;3.75;12.54;1.67;5.0;1.0;22.96
2630;4355;0.79;7.88;4.29;5.0;1.0;17.96
2686;4355;2.14;7.34;7.5;5.0;1.0;21.99
2785;4355;1.57;10.11;4.29;5.0;1.0;20.97
2786;4355;1.57;8.82;4.29;5.0;1.0;19.68
2787;4355;0.54;6.76;3.44;5.0;1.0;15.74
2788;4355;1.57;6.41;4.29;5.0;1.0;17.27
2790;4355;1.14;6.63;4.29;5.0;1.0;17.05
2791;4355;0.41;6.07;3.17;7.43;1.49;17.07
2793;4355;1.03;12.98;3.37;10.0;2.0;27.39
2794;4355;1.52;11.31;2.42;10.0;2.0;25.24
2795;4355;0.91;11.45;3.47;10.0;2.0;25.84
2811;4355;0.75;5.08;1.67;5.0;1.0;12.5
2814;4355;0.65;6.78;2.42;10.0;2.0;19.85
2860;4355;4.29;7.25;0.0;0.0;0.0;11.54
2861;4355;4.29;5.08;0.0;0.0;0.0;9.37
2862;4355;4.29;3.84;0.0;0.0;0.0;8.13
2863;4355;4.29;2.74;0.0;0.0;0.0;7.03
2924;4355;1.0;4.28;1.67;5.0;1.0;11.94
2925;4355;1.0;2.38;1.67;5.0;1.0;10.04
2926;4355;1.67;1.04;0.0;0.0;0.0;2.71
2937;4355;3.33;4.46;0.0;0.0;0.0;7.79
3014;4355;3.33;8.29;3.86;5.0;1.0;20.49
3317;4355;2.46;10.81;7.5;5.0;1.0;25.77
3318;4355;5.0;15.29;7.52;10.0;2.0;37.81
3349;4355;3.75;5.94;2.67;10.0;2.0;22.35
3798;4355;3.33;8.11;3.86;5.0;1.0;20.3
3799;4355;1.0;3.22;1.67;5.0;1.0;10.88
3962;4355;3.0;14.77;2.98;8.5;1.7;29.25
4077;4355;5.0;23.4;5.08;10.0;2.0;43.48
4138;4355;2.5;4.89;1.67;5.0;1.0;14.06
4142;4355;1.11;8.32;2.08;7.78;1.56;19.29
4149;4355;7.5;4.79;2.67;10.0;2.0;24.95
4151;4355;6.0;5.23;4.29;5.0;1.0;20.52
4187;4355;4.29;2.1;0.0;0.0;0.0;6.39
4276;4355;1.43;19.26;5.08;10.0;2.0;35.77
4304;4355;2.0;7.92;1.67;5.0;1.0;16.59
4308;4355;1.88;10.34;3.17;10.0;2.0;25.39
4309;4355;7.5;15.29;2.14;5.0;1.0;29.93
4351;4355;7.5;3.78;0.0;0.0;0.0;11.28
4352;4355;7.5;2.52;0.0;0.0;0.0;10.02
4357;4355;1.15;1.32;0.0;0.0;0.0;2.47
6159;4355;2.73;4.98;2.42;10.0;2.0;20.12
1658;2786;0.83;5.03;1.57;5.0;1.0;12.43
1659;2786;0.83;4.32;1.57;5.0;1.0;11.72
2025;2786;2.31;9.96;1.57;5.0;1.0;18.84
2359;2786;1.36;5.32;2.74;10.0;2.0;19.43
2360;2786;5.0;4.2;1.63;5.0;1.0;15.83
2363;2786;1.11;9.27;2.16;8.89;1.78;21.42
2368;2786;1.36;6.59;1.59;5.0;1.0;14.54
2369;2786;5.0;2.13;1.63;5.0;1.0;13.76
2576;2786;1.67;8.57;2.02;8.06;1.61;20.31
2589;2786;1.11;9.28;2.11;8.33;1.67;20.83
2590;2786;3.33;12.5;1.57;5.0;1.0;22.4
2591;2786;2.14;9.23;1.83;6.79;1.36;20.0
2592;2786;3.33;10.29;1.57;5.0;1.0;20.19
2593;2786;1.67;7.84;2.02;8.06;1.61;19.58
2594;2786;1.88;7.82;1.57;5.0;1.0;16.27
2597;2786;0.73;4.68;1.58;5.0;1.0;11.99
2616;2786;0.79;7.08;1.63;5.0;1.0;14.5
2628;2786;1.88;4.76;1.57;5.0;1.0;13.21
2629;2786;0.8;4.34;1.57;5.0;1.0;11.7
2630;2786;1.57;2.66;0.0;0.0;0.0;4.23
2686;2786;2.14;10.17;1.97;7.14;1.43;21.42
2785;2786;1.57;1.29;0.0;0.0;0.0;2.86
2787;2786;1.63;1.14;0.0;0.0;0.0;2.77
2788;2786;1.63;2.84;0.0;0.0;0.0;4.47
2790;2786;1.63;5.78;0.0;0.0;0.0;7.41
2791;2786;1.63;8.21;0.0;0.0;0.0;9.84
2793;2786;0.86;8.26;1.57;5.0;1.0;15.69
2794;2786;0.82;6.35;1.57;5.0;1.0;13.74
2795;2786;2.31;3.91;1.57;5.0;1.0;12.79
2811;2786;0.66;6.81;1.44;4.42;0.88;13.34
2814;2786;0.65;8.04;2.38;10.0;2.0;21.07
2860;2786;2.0;5.12;1.63;5.0;1.0;13.75
2861;2786;1.63;3.97;0.0;0.0;0.0;5.6
2862;2786;2.5;5.79;1.63;5.0;1.0;14.92
2863;2786;4.29;7.28;1.63;5.0;1.0;18.2
2924;2786;1.76;9.15;1.95;7.35;1.47;20.21
2925;2786;1.0;6.98;2.38;10.0;2.0;20.36
2926;2786;0.75;5.64;1.63;5.0;1.0;13.02
2937;2786;2.14;7.9;2.35;10.0;2.0;22.4
3014;2786;3.33;8.04;1.93;7.22;1.44;20.53
3317;2786;1.55;10.14;2.42;10.0;2.0;24.11
3318;2786;5.0;18.36;2.44;10.0;2.0;35.81
3349;2786;3.33;8.31;1.63;5.0;1.0;18.27
3798;2786;3.33;7.85;1.93;7.22;1.44;20.34
3799;2786;1.11;4.07;5.7;9.07;1.81;19.96
3962;2786;0.71;16.29;4.97;6.19;1.24;28.16
4077;2786;5.0;20.4;2.42;10.0;2.0;37.82
4138;2786;5.0;2.95;1.63;5.0;1.0;14.58
4142;2786;1.11;7.63;2.16;8.89;1.78;19.78
4149;2786;7.5;9.25;2.31;10.0;2.0;29.06
4151;2786;6.0;7.18;1.63;5.0;1.0;19.81
4187;2786;4.29;8.47;2.38;10.0;2.0;25.14
4276;2786;1.43;9.19;2.4;10.0;2.0;23.02
4304;2786;3.33;8.98;1.57;5.0;1.0;18.88
4308;2786;1.88;6.89;1.57;5.0;1.0;15.34
4309;2786;7.5;13.24;5.32;10.0;2.0;36.06
4351;2786;3.75;9.82;2.01;7.5;1.5;23.08
4352;2786;3.75;9.83;2.01;7.5;1.5;23.09
4355;2786;0.91;7.12;2.22;8.94;1.79;19.19
4357;2786;4.29;8.6;1.63;5.0;1.0;19.52
6159;2786;2.73;6.05;2.31;10.0;2.0;21.08
1658;2787;0.83;4.23;0.79;5.0;1.0;10.85
1659;2787;0.83;3.52;0.79;5.0;1.0;10.14
2025;2787;2.31;9.16;0.79;5.0;1.0;17.26
2359;2787;1.36;4.18;1.11;5.0;1.0;11.65
2360;2787;5.0;3.06;0.0;0.0;0.0;8.06
2363;2787;5.0;9.62;0.0;0.0;0.0;14.62
2368;2787;1.36;5.7;0.57;3.64;0.73;11.27
2369;2787;5.0;0.99;0.0;0.0;0.0;5.99
2576;2787;1.67;7.85;3.36;5.0;1.0;17.88
2589;2787;1.67;3.96;1.54;10.0;2.0;17.17
2590;2787;3.33;11.7;0.79;5.0;1.0;20.82
2591;2787;2.14;8.48;2.29;5.0;1.0;17.92
2592;2787;3.33;9.49;0.79;5.0;1.0;18.61
2593;2787;1.67;7.12;3.36;5.0;1.0;17.15
2594;2787;1.88;7.02;0.79;5.0;1.0;14.69
2597;2787;5.0;4.01;0.0;0.0;0.0;9.01
2616;2787;0.79;4.05;0.79;5.0;1.0;10.63
2628;2787;1.88;3.96;0.79;5.0;1.0;11.62
2629;2787;0.8;3.54;0.79;5.0;1.0;10.12
2630;2787;0.79;1.86;0.0;0.0;0.0;2.65
2686;2787;2.14;5.83;1.13;7.14;1.43;16.25
2785;2787;1.57;2.54;0.0;0.0;0.0;4.11
2786;2787;1.57;1.25;0.0;0.0;0.0;2.82
2788;2787;1.63;1.7;0.0;0.0;0.0;3.33
2790;2787;1.63;4.64;0.0;0.0;0.0;6.27
2791;2787;0.79;2.9;0.0;0.0;0.0;3.69
2793;2787;0.86;7.46;0.79;5.0;1.0;14.11
2794;2787;0.82;5.55;0.79;5.0;1.0;12.16
2795;2787;2.31;3.11;0.79;5.0;1.0;11.21
2811;2787;0.37;3.94;0.74;4.68;0.94;9.72
2814;2787;0.54;6.16;1.17;9.11;1.82;16.98
2860;2787;2.0;2.09;0.79;5.0;1.0;9.88
2861;2787;0.79;0.94;0.0;0.0;0.0;1.73
2862;2787;2.5;2.76;0.79;5.0;1.0;11.05
2863;2787;4.29;4.25;0.79;5.0;1.0;14.33
2924;2787;1.76;6.56;2.77;5.0;1.0;16.09
2925;2787;0.91;3.9;5.0;5.0;1.0;14.81
2926;2787;0.75;2.61;0.79;5.0;1.0;9.15
2937;2787;2.14;5.71;2.78;8.21;1.64;18.85
3014;2787;3.33;6.06;2.66;5.0;1.0;17.05
3317;2787;1.55;7.81;1.29;8.14;1.63;18.79
3318;2787;5.0;14.2;1.6;10.0;2.0;30.8
3349;2787;1.76;6.25;2.77;5.0;1.0;15.79
3798;2787;3.33;5.87;2.66;5.0;1.0;16.87
3799;2787;1.11;2.58;4.22;5.0;1.0;12.91
3962;2787;0.71;11.39;2.71;10.0;2.0;24.81
4077;2787;5.0;19.26;0.79;5.0;1.0;30.05
4138;2787;5.0;1.81;0.0;0.0;0.0;6.81
4142;2787;5.0;7.98;0.0;0.0;0.0;12.98
4149;2787;7.5;8.58;5.0;5.0;1.0;26.08
4151;2787;6.0;4.15;0.79;5.0;1.0;15.94
4187;2787;4.29;5.44;1.54;10.0;2.0;21.27
4276;2787;1.43;8.39;1.62;10.0;2.0;21.44
4304;2787;3.33;8.18;0.79;5.0;1.0;17.3
4308;2787;1.88;6.09;0.79;5.0;1.0;13.75
4309;2787;7.5;11.81;5.03;10.0;2.0;34.34
4351;2787;7.5;4.19;0.79;5.0;1.0;17.48
4352;2787;3.75;5.66;1.17;7.5;1.5;18.07
4355;2787;0.81;4.61;1.32;8.51;1.7;15.25
4357;2787;2.73;6.31;0.79;5.0;1.0;14.83
6159;2787;2.73;5.38;5.0;5.0;1.0;18.11
1658;2788;0.83;7.44;1.57;5.0;1.0;14.84
1659;2788;0.83;6.73;1.57;5.0;1.0;14.13
2025;2788;2.31;12.37;1.57;5.0;1.0;21.25
2359;2788;1.11;5.61;2.63;10.0;2.0;19.35
2360;2788;5.0;4.22;1.57;5.0;1.0;15.79
2363;2788;1.11;9.79;2.12;8.89;1.78;21.91
2368;2788;1.36;8.35;1.57;5.0;1.0;16.28
2369;2788;5.0;2.15;1.57;5.0;1.0;13.72
2576;2788;1.67;9.91;2.0;8.06;1.61;21.64
2589;2788;1.67;4.15;2.38;10.0;2.0;18.2
2590;2788;3.33;14.91;1.57;5.0;1.0;24.81
2591;2788;2.14;12.17;1.59;5.0;1.0;20.91
2592;2788;3.33;12.7;1.57;5.0;1.0;22.6
2593;2788;1.67;9.18;2.0;8.06;1.61;20.91
2594;2788;1.88;10.23;1.57;5.0;1.0;18.68
2597;2788;0.65;5.34;1.62;5.0;1.0;12.62
2616;2788;0.79;4.24;1.63;5.0;1.0;11.66
2628;2788;1.88;7.17;1.57;5.0;1.0;15.62
2629;2788;0.8;6.75;1.57;5.0;1.0;14.11
2630;2788;1.57;5.07;0.0;0.0;0.0;6.64
2686;2788;2.14;7.33;1.97;7.14;1.43;18.58
2785;2788;1.57;3.7;0.0;0.0;0.0;5.27
2786;2788;1.57;2.41;0.0;0.0;0.0;3.98
2787;2788;1.57;1.16;0.0;0.0;0.0;2.73
2790;2788;1.63;2.94;0.0;0.0;0.0;4.57
2791;2788;1.63;5.37;0.0;0.0;0.0;7.0
2793;2788;0.86;10.67;1.57;5.0;1.0;18.1
2794;2788;0.82;8.76;1.57;5.0;1.0;16.15
2795;2788;2.31;6.32;1.57;5.0;1.0;15.2
2811;2788;0.66;3.97;1.44;4.42;0.88;10.5
2814;2788;0.65;5.2;2.38;10.0;2.0;18.23
2860;2788;2.0;2.28;1.63;5.0;1.0;10.91
2861;2788;1.63;1.13;0.0;0.0;0.0;2.76
2862;2788;2.5;2.95;1.63;5.0;1.0;12.08
2863;2788;4.29;4.44;1.63;5.0;1.0;15.36
2924;2788;3.33;7.52;1.63;5.0;1.0;17.48
2925;2788;1.0;4.14;2.38;10.0;2.0;17.52
2926;2788;0.75;2.8;1.63;5.0;1.0;10.18
2937;2788;2.14;7.46;2.11;8.21;1.64;19.93
3014;2788;3.33;6.76;1.92;7.22;1.44;19.23
3317;2788;2.46;6.52;2.42;10.0;2.0;21.4
3318;2788;5.0;15.53;2.44;10.0;2.0;32.97
3349;2788;3.33;5.47;1.63;5.0;1.0;15.43
3798;2788;6.0;5.92;1.63;5.0;1.0;18.55
3799;2788;1.36;4.95;2.21;8.86;1.77;17.39
3962;2788;0.71;13.45;4.97;6.19;1.24;25.32
4077;2788;5.0;19.45;2.42;10.0;2.0;36.87
4138;2788;5.0;2.97;1.57;5.0;1.0;14.54
4142;2788;1.11;8.15;2.12;8.89;1.78;20.27
4149;2788;7.5;9.91;2.27;10.0;2.0;29.69
4151;2788;6.0;4.34;1.63;5.0;1.0;16.97
4187;2788;4.29;5.63;2.38;10.0;2.0;22.3
4276;2788;1.43;11.6;2.4;10.0;2.0;25.43
4304;2788;3.33;11.39;1.57;5.0;1.0;21.29
4308;2788;1.88;9.3;1.57;5.0;1.0;17.75
4309;2788;7.5;15.65;5.32;10.0;2.0;38.47
4351;2788;3.75;6.99;2.01;7.5;1.5;20.24
4352;2788;3.75;6.99;2.01;7.5;1.5;20.25
4355;2788;0.91;4.28;2.22;8.94;1.79;16.35
4357;2788;4.29;5.76;1.63;5.0;1.0;16.68
6159;2788;2.73;6.71;2.27;10.0;2.0;21.72
1658;2591;0.83;10.77;3.75;5.0;1.0;20.35
1659;2591;0.83;10.06;3.75;5.0;1.0;19.64
2025;2591;0.64;13.95;5.38;5.0;1.0;24.96
2359;2591;1.3;6.34;7.5;5.0;1.0;20.14
2360;2591;1.25;2.69;7.5;5.0;1.0;16.44
2363;2591;1.11;8.05;3.75;5.0;1.0;17.91
2368;2591;3.75;4.79;0.0;0.0;0.0;8.54
2369;2591;1.07;7.98;7.96;10.0;2.0;27.02
2576;2591;4.29;7.23;0.0;0.0;0.0;11.52
2589;2591;1.88;2.49;0.0;0.0;0.0;4.37
2590;2591;1.88;1.14;0.0;0.0;0.0;3.01
2592;2591;2.0;1.04;0.0;0.0;0.0;3.04
2593;2591;4.29;7.88;0.0;0.0;0.0;12.17
2594;2591;3.75;3.64;0.0;0.0;0.0;7.39
